transaction_id,transaction_date,customer_id,customer_name,region,city,category,product_name,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,profit,payment_method,return_flag
TXN000046,2024-09-29,CUST0444,Suresh Pillai,West,Nagpur,Sports,Cycle Helmet,2,1239.33,806.85,0.0,2478.66,0.0,2478.66,864.96,Credit Card,0
TXN000047,2024-01-24,CUST0010,Pallavi Shah,West,Ahmedabad,Groceries,Sugar 1kg,1,55.73,42.84,0.05,55.73,2.79,52.94,10.1,Net Banking,0
TXN000048,2023-12-25,CUST0123,Vijay Singh,North,Delhi,Electronics,Smartphone,6,21557.89,16510.79,0.0,129347.34,0.0,129347.34,30282.6,UPI,0
TXN000049,2024-07-31,CUST0494,Pooja Nair,West,Ahmedabad,Groceries,Cooking Oil 1L,1,190.4,132.17,0.0,190.4,0.0,190.4,58.23,Cash,0
TXN000050,2023-11-16,CUST0125,Sneha Gupta,West,Surat,Cosmetics,Moisturiser 50g,1,479.74,283.2,0.15,479.74,71.96,407.78,124.58,Debit Card,0
TXN000051,2024-09-06,CUST0216,Mohit Saxena,Central,Bhopal,Groceries,Pulses 1kg,1,143.63,99.05,0.2,143.63,28.73,114.9,15.85,UPI,0
TXN000052,2024-01-06,CUST0316,Geeta Bhatt,West,Pune,Furniture,Wooden Desk,2,12720.83,8737.39,0.0,25441.66,0.0,25441.66,7966.88,Net Banking,0
TXN000053,2024-04-21,CUST0292,Sunita Mishra,Central,Raipur,Groceries,Cooking Oil 1L,2,194.8,128.0,0.05,389.6,19.48,370.12,114.12,UPI,0
TXN000054,2024-05-21,CUST0360,Rajesh Malhotra,South,Kochi,Clothing,Denim Jeans,2,2673.12,1188.5,0.1,5346.24,534.62,4811.62,2434.62,Debit Card,0
TXN000055,2024-06-13,CUST0230,Geeta Bhatt,North,Chandigarh,Cosmetics,Foundation,1,947.18,524.55,0.05,947.18,47.36,899.82,375.27,Cash,0
TXN000056,2023-08-15,CUST0218,Pallavi Shah,South,Hyderabad,Cosmetics,Hair Serum 100ml,2,702.74,401.28,0.0,1405.48,0.0,1405.48,602.92,Net Banking,0
TXN000057,2024-12-20,CUST0095,Rohan Mehta,East,Patna,Clothing,Men's T-Shirt,2,848.08,359.47,0.15,1696.16,254.42,1441.74,722.8,Credit Card,0
TXN000058,2023-10-11,CUST0092,Pooja Nair,Central,Gwalior,Groceries,Basmati Rice 5kg,1,483.7,306.21,0.0,483.7,0.0,483.7,177.49,Cash,0
TXN000059,2023-05-10,CUST0294,Pooja Nair,North,Amritsar,Groceries,Tea Powder 500g,3,223.21,151.3,0.0,669.63,0.0,669.63,215.73,UPI,0
TXN000060,2023-12-15,CUST0296,Harish Agarwal,North,Lucknow,Furniture,Office Chair,2,9123.2,5765.45,0.0,18246.4,0.0,18246.4,6715.5,Cash,0
TXN000061,2024-07-30,CUST0195,Suresh Pillai,North,Chandigarh,Electronics,Wireless Earbuds,2,3740.14,2163.79,0.1,7480.28,748.03,6732.25,2404.67,UPI,0
TXN000062,2024-08-25,CUST0107,Harish Agarwal,East,Ranchi,Sports,Cricket Bat,1,3123.29,1825.93,0.2,3123.29,624.66,2498.63,672.7,Credit Card,0
TXN000063,2023-03-25,CUST0148,Nikhil Dubey,South,Mysore,Electronics,Smartphone,2,22859.58,16787.08,0.0,45719.16,0.0,45719.16,12145.0,Debit Card,0
TXN000064,2024-04-09,CUST0059,Asha Pandey,South,Hyderabad,Cosmetics,Hair Serum 100ml,2,733.38,410.41,0.05,1466.76,73.34,1393.42,572.6,Credit Card,0
TXN000065,2023-09-30,CUST0353,Pooja Nair,North,Delhi,Clothing,Denim Jeans,1,2719.36,1195.62,0.05,2719.36,135.97,2583.39,1387.77,UPI,1
TXN000066,2024-05-27,CUST0129,Rahul Sharma,West,Mumbai,Sports,Cricket Bat,1,3249.16,1825.33,0.1,3249.16,324.92,2924.24,1098.91,Cash,0
TXN000067,2024-11-21,CUST0334,Suresh Pillai,Central,Gwalior,Electronics,Router,4,2980.51,1862.97,0.1,11922.04,1192.2,10729.84,3277.96,Debit Card,0
TXN000068,2024-08-22,CUST0440,Anita Verma,West,Mumbai,Furniture,Bookshelf,1,6573.14,4451.69,0.0,6573.14,0.0,6573.14,2121.45,Debit Card,0
TXN000069,2024-05-22,CUST0264,Mohit Saxena,West,Nagpur,Electronics,Smart TV,3,33858.59,27441.53,0.2,101575.77,20315.15,81260.62,-1063.97,Cash,0
TXN000070,2024-07-09,CUST0390,Priya Patel,North,Chandigarh,Sports,Dumbbells Set,2,3650.84,2199.8,0.05,7301.68,365.08,6936.6,2537.0,Credit Card,0
TXN000071,2023-05-15,CUST0008,Asha Pandey,West,Surat,Electronics,Laptop,4,44365.26,37221.1,0.1,177461.04,17746.1,159714.94,10830.54,UPI,0
TXN000072,2023-04-27,CUST0428,Lakshmi Rao,North,Chandigarh,Furniture,Wardrobe,2,17888.03,12147.9,0.05,35776.06,1788.8,33987.26,9691.46,UPI,0
TXN000073,2024-07-18,CUST0175,Nisha Trivedi,South,Mysore,Sports,Cycle Helmet,3,1287.88,813.92,0.05,3863.64,193.18,3670.46,1228.7,Net Banking,0
TXN000074,2023-01-03,CUST0248,Divya Iyer,East,Ranchi,Sports,Cycle Helmet,1,1329.46,783.13,0.1,1329.46,132.95,1196.51,413.38,Debit Card,0
TXN000075,2024-07-10,CUST0243,Nikhil Dubey,East,Bhubaneswar,Cosmetics,Moisturiser 50g,1,532.1,272.33,0.15,532.1,79.81,452.29,179.96,UPI,0
TXN000076,2024-11-10,CUST0052,Swati Kapoor,South,Kochi,Electronics,Smartphone,2,22557.56,17091.98,0.2,45115.12,9023.02,36092.1,1908.14,UPI,0
TXN000077,2024-04-12,CUST0333,Amit Kumar,South,Kochi,Cosmetics,Moisturiser 50g,3,493.89,282.07,0.05,1481.67,74.08,1407.59,561.38,Debit Card,0
TXN000078,2024-06-30,CUST0472,Pooja Nair,East,Guwahati,Sports,Cricket Bat,2,3126.81,1771.36,0.15,6253.62,938.04,5315.58,1772.86,Credit Card,0
TXN000079,2024-03-20,CUST0192,Meera Das,North,Jaipur,Clothing,Saree,2,4992.28,2433.42,0.0,9984.56,0.0,9984.56,5117.72,Credit Card,0
TXN000080,2024-02-26,CUST0124,Lakshmi Rao,South,Chennai,Clothing,Men's T-Shirt,1,832.1,347.53,0.15,832.1,124.81,707.29,359.76,Net Banking,0
TXN000081,2024-04-17,CUST0227,Divya Iyer,West,Ahmedabad,Cosmetics,Face Wash 100ml,3,296.95,160.45,0.0,890.85,0.0,890.85,409.5,Net Banking,0
TXN000082,2024-03-10,CUST0293,Divya Iyer,West,Ahmedabad,Clothing,Winter Jacket,1,4310.92,2148.08,0.05,4310.92,215.55,4095.37,1947.29,Net Banking,0
TXN000083,2024-12-17,CUST0255,Mohit Saxena,West,Ahmedabad,Electronics,Wireless Earbuds,4,3836.14,2254.2,0.15,15344.56,2301.68,13042.88,4026.08,Debit Card,0
TXN000084,2023-08-24,CUST0393,Rekha Srivastava,East,Bhubaneswar,Cosmetics,Moisturiser 50g,1,520.52,282.99,0.15,520.52,78.08,442.44,159.45,Credit Card,0
TXN000085,2024-10-04,CUST0090,Rohan Mehta,East,Guwahati,Electronics,Wireless Earbuds,2,3802.55,2177.13,0.05,7605.1,380.26,7224.84,2870.58,Credit Card,0
TXN000086,2024-01-10,CUST0174,Geeta Bhatt,East,Bhubaneswar,Groceries,Sugar 1kg,1,60.23,41.48,0.2,60.23,12.05,48.18,6.7,Cash,0
TXN000087,2023-03-19,CUST0345,Pallavi Shah,South,Kochi,Sports,Dumbbells Set,2,3462.85,2150.31,0.0,6925.7,0.0,6925.7,2625.08,Debit Card,0
TXN000088,2024-10-15,CUST0469,Sunita Mishra,North,Chandigarh,Furniture,Office Chair,4,8864.92,5954.22,0.0,35459.68,0.0,35459.68,11642.8,Credit Card,0
TXN000089,2024-10-12,CUST0455,Asha Pandey,East,Guwahati,Electronics,Smartphone,3,24186.56,16608.44,0.0,72559.68,0.0,72559.68,22734.36,Credit Card,0
TXN000090,2024-01-15,CUST0051,Mohit Saxena,Central,Varanasi,Sports,Cycle Helmet,1,1375.63,818.5,0.15,1375.63,206.34,1169.29,350.79,UPI,0
TXN000091,2023-10-14,CUST0462,Harish Agarwal,East,Bhubaneswar,Furniture,Sofa Set,5,33771.61,24267.38,0.1,168858.05,16885.81,151972.24,30635.34,Debit Card,0
TXN000092,2023-10-10,CUST0026,Geeta Bhatt,North,Jaipur,Electronics,Router,1,2749.08,1915.9,0.0,2749.08,0.0,2749.08,833.18,Debit Card,0
TXN000093,2023-05-09,CUST0462,Sunita Mishra,South,Bangalore,Sports,Yoga Mat,1,885.47,559.05,0.2,885.47,177.09,708.38,149.33,Cash,0
TXN000094,2023-05-29,CUST0184,Geeta Bhatt,Central,Raipur,Clothing,Men's T-Shirt,1,838.28,340.04,0.0,838.28,0.0,838.28,498.24,Credit Card,0
TXN000095,2023-01-17,CUST0304,Sneha Gupta,North,Chandigarh,Cosmetics,Foundation,1,918.27,528.67,0.1,918.27,91.83,826.44,297.77,UPI,0
TXN000096,2024-09-21,CUST0434,Kiran Bose,Central,Raipur,Furniture,Wardrobe,1,19702.87,11683.79,0.05,19702.87,985.14,18717.73,7033.94,UPI,0
TXN000097,2024-05-17,CUST0365,Arjun Reddy,West,Mumbai,Electronics,Tablet,2,17842.54,13103.8,0.1,35685.08,3568.51,32116.57,5908.97,UPI,1
TXN000098,2024-06-27,CUST0334,Rajesh Malhotra,Central,Gwalior,Furniture,Office Chair,1,9086.2,5665.82,0.15,9086.2,1362.93,7723.27,2057.45,Net Banking,0
TXN000099,2023-08-09,CUST0192,Vijay Singh,South,Kochi,Groceries,Sugar 1kg,1,54.83,41.53,0.0,54.83,0.0,54.83,13.3,UPI,0
TXN000100,2023-03-29,CUST0169,Rekha Srivastava,North,Lucknow,Clothing,Formal Shirt,2,1725.24,924.66,0.1,3450.48,345.05,3105.43,1256.11,Cash,0
TXN000101,2024-11-12,CUST0115,Swati Kapoor,West,Mumbai,Groceries,Pulses 1kg,3,143.66,97.93,0.05,430.98,21.55,409.43,115.64,Cash,0
TXN000102,2024-07-23,CUST0319,Sunita Mishra,East,Ranchi,Clothing,Winter Jacket,2,4306.02,2262.64,0.2,8612.04,1722.41,6889.63,2364.35,Net Banking,0
TXN000103,2024-11-04,CUST0074,Ravi Chandra,East,Kolkata,Clothing,Denim Jeans,2,2501.43,1164.44,0.2,5002.86,1000.57,4002.29,1673.41,UPI,0
TXN000104,2024-10-10,CUST0160,Pallavi Shah,North,Amritsar,Clothing,Winter Jacket,1,4050.89,2179.0,0.0,4050.89,0.0,4050.89,1871.89,Debit Card,0
TXN000105,2024-08-04,CUST0227,Meera Das,North,Chandigarh,Clothing,Formal Shirt,2,1828.62,895.9,0.1,3657.24,365.72,3291.52,1499.72,Debit Card,0
TXN000106,2024-06-08,CUST0158,Priya Patel,West,Mumbai,Groceries,Tea Powder 500g,1,220.87,154.88,0.15,220.87,33.13,187.74,32.86,Credit Card,0
TXN000107,2024-09-05,CUST0090,Vijay Singh,South,Hyderabad,Clothing,Women's Kurti,1,1257.43,599.91,0.05,1257.43,62.87,1194.56,594.65,UPI,0
TXN000108,2023-08-24,CUST0442,Arjun Reddy,East,Kolkata,Furniture,Wardrobe,1,17214.22,11653.49,0.0,17214.22,0.0,17214.22,5560.73,Net Banking,0
TXN000109,2024-02-19,CUST0354,Nisha Trivedi,West,Ahmedabad,Electronics,Smart TV,2,37456.94,27191.36,0.2,74913.88,14982.78,59931.1,5548.38,Debit Card,0
TXN000110,2023-04-19,CUST0114,Arjun Reddy,Central,Varanasi,Sports,Cricket Bat,2,3027.09,1779.51,0.0,6054.18,0.0,6054.18,2495.16,Credit Card,0
TXN000111,2024-10-10,CUST0132,Rohan Mehta,Central,Indore,Groceries,Whole Wheat Flour 5kg,2,268.06,186.99,0.0,536.12,0.0,536.12,162.14,Credit Card,0
TXN000112,2024-11-02,CUST0330,Harish Agarwal,West,Surat,Sports,Badminton Racket,1,1524.99,922.9,0.1,1524.99,152.5,1372.49,449.59,Net Banking,0
TXN000113,2024-10-04,CUST0159,Suresh Pillai,West,Mumbai,Furniture,Sofa Set,1,36354.95,23786.8,0.0,36354.95,0.0,36354.95,12568.15,UPI,0
TXN000114,2024-01-13,CUST0489,Geeta Bhatt,North,Delhi,Sports,Badminton Racket,1,1538.06,897.99,0.1,1538.06,153.81,1384.25,486.26,Cash,0
TXN000115,2024-08-08,CUST0366,Amit Kumar,East,Ranchi,Furniture,Dining Table,2,21241.56,15359.21,0.0,42483.12,0.0,42483.12,11764.7,Net Banking,0
TXN000116,2023-02-10,CUST0199,Meera Das,West,Surat,Sports,Badminton Racket,1,1561.16,892.65,0.0,1561.16,0.0,1561.16,668.51,Debit Card,0
TXN000117,2023-02-23,CUST0448,Vijay Singh,East,Kolkata,Groceries,Basmati Rice 5kg,1,444.51,316.54,0.1,444.51,44.45,400.06,83.52,Debit Card,0
TXN000118,2024-11-10,CUST0481,Amit Kumar,East,Patna,Cosmetics,Sunscreen SPF50,2,472.19,263.99,0.15,944.38,141.66,802.72,274.74,Debit Card,0
TXN000119,2024-10-20,CUST0175,Arun Patil,South,Mysore,Electronics,Router,2,2667.66,1878.21,0.0,5335.32,0.0,5335.32,1578.9,UPI,0
TXN000120,2023-05-21,CUST0339,Arjun Reddy,East,Kolkata,Sports,Badminton Racket,1,1611.83,920.72,0.0,1611.83,0.0,1611.83,691.11,Net Banking,0
TXN000121,2024-01-21,CUST0313,Pooja Nair,South,Mysore,Clothing,Saree,1,5256.22,2460.63,0.05,5256.22,262.81,4993.41,2532.78,UPI,0
TXN000122,2023-09-02,CUST0394,Pooja Nair,West,Pune,Groceries,Tea Powder 500g,2,229.33,159.51,0.05,458.66,22.93,435.73,116.71,UPI,0
TXN000123,2024-03-04,CUST0434,Deepak Tiwari,South,Mysore,Clothing,Denim Jeans,3,2513.2,1231.27,0.15,7539.6,1130.94,6408.66,2714.85,Cash,0
TXN000124,2023-06-14,CUST0453,Divya Iyer,Central,Indore,Furniture,Office Chair,2,9281.68,5703.27,0.05,18563.36,928.17,17635.19,6228.65,Cash,0
TXN000125,2024-02-10,CUST0406,Vijay Singh,South,Kochi,Electronics,Tablet,1,17367.52,13167.47,0.0,17367.52,0.0,17367.52,4200.05,Credit Card,0
TXN000126,2024-04-28,CUST0111,Mohit Saxena,South,Kochi,Furniture,Dining Table,3,20917.33,14621.3,0.0,62751.99,0.0,62751.99,18888.09,Credit Card,0
TXN000127,2024-09-15,CUST0057,Mohit Saxena,North,Lucknow,Clothing,Denim Jeans,2,2613.56,1208.84,0.0,5227.12,0.0,5227.12,2809.44,UPI,0
TXN000128,2023-01-17,CUST0124,Ravi Chandra,Central,Indore,Cosmetics,Moisturiser 50g,2,495.85,271.63,0.0,991.7,0.0,991.7,448.44,UPI,0
TXN000129,2024-11-15,CUST0023,Harish Agarwal,East,Kolkata,Sports,Badminton Racket,1,1548.65,894.08,0.05,1548.65,77.43,1471.22,577.14,UPI,1
TXN000130,2023-09-17,CUST0298,Pallavi Shah,East,Kolkata,Groceries,Cooking Oil 1L,2,190.79,131.0,0.2,381.58,76.32,305.26,43.26,Debit Card,0
TXN000131,2023-12-27,CUST0019,Pooja Nair,South,Kochi,Cosmetics,Foundation,1,862.56,528.62,0.05,862.56,43.13,819.43,290.81,Credit Card,0
TXN000132,2023-07-24,CUST0019,Arun Patil,East,Patna,Sports,Running Shoes,1,5490.74,3208.26,0.0,5490.74,0.0,5490.74,2282.48,Credit Card,0
TXN000133,2023-02-18,CUST0499,Anita Verma,East,Patna,Electronics,Tablet,1,18287.29,13356.05,0.0,18287.29,0.0,18287.29,4931.24,UPI,0
TXN000134,2024-01-12,CUST0093,Asha Pandey,Central,Raipur,Electronics,Router,2,2838.29,1892.09,0.2,5676.58,1135.32,4541.26,757.08,Debit Card,0
TXN000135,2023-03-23,CUST0446,Nisha Trivedi,East,Patna,Furniture,Dining Table,1,22364.9,14952.42,0.15,22364.9,3354.74,19010.16,4057.74,Debit Card,0
TXN000136,2024-03-21,CUST0348,Anita Verma,North,Delhi,Cosmetics,Sunscreen SPF50,1,454.92,270.21,0.15,454.92,68.24,386.68,116.47,Cash,0
TXN000137,2024-09-14,CUST0310,Vijay Singh,West,Mumbai,Clothing,Men's T-Shirt,2,802.45,359.44,0.0,1604.9,0.0,1604.9,886.02,UPI,1
TXN000138,2024-01-16,CUST0128,Sneha Gupta,North,Amritsar,Clothing,Formal Shirt,2,1808.07,889.98,0.0,3616.14,0.0,3616.14,1836.18,Cash,0
TXN000139,2024-05-26,CUST0103,Sneha Gupta,Central,Bhopal,Groceries,Whole Wheat Flour 5kg,2,260.45,192.21,0.05,520.9,26.05,494.85,110.43,Credit Card,0
TXN000140,2024-04-07,CUST0278,Pooja Nair,West,Mumbai,Cosmetics,Lipstick,1,629.06,313.9,0.1,629.06,62.91,566.15,252.25,Debit Card,0
TXN000141,2024-12-29,CUST0185,Asha Pandey,South,Hyderabad,Sports,Yoga Mat,3,872.78,559.58,0.0,2618.34,0.0,2618.34,939.6,Net Banking,0
TXN000142,2024-07-18,CUST0211,Arun Patil,North,Delhi,Groceries,Sugar 1kg,2,60.5,42.55,0.1,121.0,12.1,108.9,23.8,UPI,0
TXN000143,2023-03-17,CUST0301,Anita Verma,East,Kolkata,Furniture,Sofa Set,1,37859.29,24403.58,0.15,37859.29,5678.89,32180.4,7776.82,Credit Card,0
TXN000144,2023-02-26,CUST0178,Deepak Tiwari,Central,Indore,Groceries,Cooking Oil 1L,1,175.37,133.39,0.0,175.37,0.0,175.37,41.98,Debit Card,0
TXN000145,2023-09-14,CUST0079,Anita Verma,Central,Raipur,Clothing,Saree,1,5125.9,2450.3,0.1,5125.9,512.59,4613.31,2163.01,Net Banking,0
TXN000146,2024-09-11,CUST0136,Harish Agarwal,Central,Bhopal,Electronics,Laptop,3,43056.87,38322.51,0.1,129170.61,12917.06,116253.55,1286.02,Credit Card,0
TXN000147,2024-03-02,CUST0208,Pooja Nair,North,Jaipur,Cosmetics,Hair Serum 100ml,1,714.69,407.31,0.15,714.69,107.2,607.49,200.18,UPI,0
TXN000148,2023-03-03,CUST0368,Arjun Reddy,West,Surat,Furniture,Wooden Desk,4,12012.35,8318.27,0.2,48049.4,9609.88,38439.52,5166.44,Debit Card,1
TXN000149,2023-05-14,CUST0149,Kiran Bose,Central,Gwalior,Electronics,Tablet,2,18313.91,12719.88,0.0,36627.82,0.0,36627.82,11188.06,Net Banking,0
TXN000150,2023-06-13,CUST0451,Pooja Nair,Central,Raipur,Clothing,Women's Kurti,2,1331.14,600.53,0.05,2662.28,133.11,2529.17,1328.11,UPI,0
TXN000151,2024-02-07,CUST0241,Pooja Nair,South,Chennai,Sports,Dumbbells Set,2,3637.66,2245.26,0.15,7275.32,1091.3,6184.02,1693.5,Net Banking,0
TXN000152,2023-04-21,CUST0100,Divya Iyer,East,Patna,Furniture,Bookshelf,2,6219.11,4378.81,0.1,12438.22,1243.82,11194.4,2436.78,Net Banking,0
TXN000153,2024-01-31,CUST0286,Divya Iyer,Central,Raipur,Sports,Cycle Helmet,1,1252.89,793.91,0.0,1252.89,0.0,1252.89,458.98,Credit Card,0
TXN000154,2024-06-05,CUST0234,Vijay Singh,North,Delhi,Electronics,Smartphone,1,23254.85,17310.05,0.1,23254.85,2325.49,20929.36,3619.31,Net Banking,0
TXN000155,2023-05-24,CUST0261,Asha Pandey,Central,Raipur,Clothing,Winter Jacket,4,3978.55,2178.4,0.2,15914.2,3182.84,12731.36,4017.76,UPI,0
