customer_id,customer_name,region,city,signup_date,age_group,gender
CUST0158,Arjun Reddy,North,Delhi,2022-02-28,36-45,Female
CUST0159,Pallavi Shah,North,Delhi,2023-02-13,46-60,Female
CUST0160,Divya Iyer,North,Amritsar,2023-06-10,18-25,Female
CUST0161,Anita Verma,Central,Raipur,2022-08-05,60+,Male
CUST0162,Deepak Tiwari,East,Ranchi,2022-09-10,26-35,Male
CUST0163,Mohit Saxena,East,Guwahati,2022-02-27,26-35,Male
CUST0164,Meera Das,North,Amritsar,2023-02-04,46-60,Male
CUST0165,Mohit Saxena,South,Mysore,2023-09-16,26-35,Male
CUST0166,Sunita Mishra,East,Ranchi,2023-09-13,46-60,Female
CUST0167,Swati Kapoor,West,Nagpur,2023-11-09,18-25,Female
CUST0168,Sneha Gupta,Central,Raipur,2022-09-22,60+,Male
CUST0169,Geeta Bhatt,West,Mumbai,2022-03-12,36-45,Male
CUST0170,Kavita Joshi,Central,Indore,2023-01-22,46-60,Female
CUST0171,Ravi Chandra,East,Bhubaneswar,2022-10-17,46-60,Female
CUST0172,Priya Patel,South,Chennai,2022-10-29,26-35,Female
CUST0173,Asha Pandey,West,Ahmedabad,2022-12-16,46-60,Female
CUST0174,Sneha Gupta,North,Lucknow,2022-12-25,46-60,Male
CUST0175,Nisha Trivedi,West,Mumbai,2023-09-03,46-60,Female
CUST0176,Divya Iyer,North,Jaipur,2023-06-08,46-60,Female
CUST0177,Rahul Sharma,West,Mumbai,2023-04-28,60+,Male
CUST0178,Kiran Bose,Central,Bhopal,2022-10-19,46-60,Male
CUST0179,Suresh Pillai,North,Lucknow,2023-07-09,18-25,Male
CUST0180,Sunita Mishra,West,Surat,2022-05-18,46-60,Male
CUST0181,Sneha Gupta,North,Amritsar,2023-09-21,46-60,Female
CUST0182,Mohit Saxena,West,Ahmedabad,2022-06-06,18-25,Female
CUST0183,Swati Kapoor,East,Patna,2023-10-31,46-60,Female
CUST0184,Ravi Chandra,Central,Gwalior,2023-07-03,36-45,Male
CUST0185,Meera Das,Central,Gwalior,2022-10-30,36-45,Male
CUST0186,Rahul Sharma,Central,Varanasi,2023-06-20,36-45,Male
CUST0187,Divya Iyer,East,Guwahati,2023-08-13,36-45,Female
CUST0188,Rohan Mehta,West,Nagpur,2022-03-09,36-45,Female
CUST0189,Ravi Chandra,West,Nagpur,2023-04-26,26-35,Male
CUST0190,Nisha Trivedi,East,Guwahati,2022-03-27,26-35,Male
CUST0191,Geeta Bhatt,South,Chennai,2022-06-15,46-60,Female
CUST0192,Sunita Mishra,South,Bangalore,2023-02-08,60+,Female
CUST0193,Lakshmi Rao,Central,Indore,2023-08-15,46-60,Female
CUST0194,Suresh Pillai,Central,Varanasi,2023-01-11,60+,Female
CUST0195,Swati Kapoor,East,Guwahati,2022-04-22,60+,Male
CUST0196,Divya Iyer,West,Pune,2022-09-30,18-25,Female
CUST0197,Harish Agarwal,North,Amritsar,2023-10-17,60+,Female
CUST0198,Sneha Gupta,East,Kolkata,2023-05-13,36-45,Female
CUST0199,Mohit Saxena,South,Hyderabad,2022-10-14,18-25,Female
CUST0200,Vijay Singh,North,Delhi,2022-02-05,60+,Male
CUST0201,Mohit Saxena,West,Pune,2023-03-20,60+,Female
CUST0202,Meera Das,Central,Varanasi,2022-06-16,46-60,Male
CUST0203,Anita Verma,South,Chennai,2023-01-24,26-35,Female
CUST0204,Amit Kumar,South,Mysore,2023-02-27,60+,Male
CUST0205,Rohan Mehta,East,Guwahati,2023-08-19,60+,Male
CUST0206,Rajesh Malhotra,South,Bangalore,2022-02-15,46-60,Female
CUST0207,Nikhil Dubey,Central,Gwalior,2023-04-05,26-35,Female
CUST0208,Sneha Gupta,West,Ahmedabad,2023-03-09,60+,Male
CUST0209,Pallavi Shah,East,Guwahati,2022-01-16,18-25,Male
CUST0210,Mohit Saxena,Central,Gwalior,2022-08-05,60+,Female
CUST0211,Pooja Nair,East,Kolkata,2023-01-27,36-45,Female
CUST0212,Lakshmi Rao,North,Delhi,2022-12-26,18-25,Male
CUST0213,Harish Agarwal,West,Surat,2022-12-22,26-35,Female
CUST0214,Priya Patel,South,Bangalore,2022-09-24,36-45,Female
CUST0215,Nikhil Dubey,West,Nagpur,2023-02-14,60+,Female
CUST0216,Anita Verma,Central,Indore,2022-06-05,26-35,Male
CUST0217,Arun Patil,North,Jaipur,2022-12-21,60+,Female
CUST0218,Pooja Nair,West,Mumbai,2022-11-01,36-45,Male
CUST0219,Amit Kumar,North,Amritsar,2023-11-06,18-25,Male
CUST0220,Vijay Singh,East,Kolkata,2023-01-23,60+,Female
CUST0221,Amit Kumar,South,Kochi,2022-01-29,36-45,Female
CUST0222,Deepak Tiwari,West,Surat,2023-10-20,18-25,Male
CUST0223,Sunita Mishra,West,Surat,2022-05-26,18-25,Male
CUST0224,Lakshmi Rao,West,Mumbai,2022-05-31,26-35,Male
CUST0225,Kiran Bose,East,Patna,2023-06-04,26-35,Female
CUST0226,Sunita Mishra,East,Ranchi,2023-07-07,18-25,Male
CUST0227,Rekha Srivastava,West,Surat,2023-01-02,60+,Male
CUST0228,Meera Das,South,Kochi,2022-06-17,26-35,Male
CUST0229,Asha Pandey,North,Jaipur,2022-03-06,18-25,Male
CUST0230,Kavita Joshi,North,Delhi,2023-01-08,18-25,Female
CUST0231,Sunita Mishra,South,Mysore,2022-09-24,46-60,Male
CUST0232,Deepak Tiwari,East,Ranchi,2022-03-15,36-45,Female
CUST0233,Arun Patil,North,Amritsar,2022-05-29,36-45,Female
CUST0234,Rahul Sharma,East,Guwahati,2023-08-04,36-45,Male
CUST0235,Pooja Nair,East,Patna,2022-04-26,46-60,Female
CUST0236,Meera Das,West,Surat,2022-04-02,60+,Female
CUST0237,Amit Kumar,South,Chennai,2022-06-24,26-35,Male
CUST0238,Divya Iyer,Central,Bhopal,2022-04-28,60+,Female
CUST0239,Amit Kumar,West,Mumbai,2022-07-18,26-35,Male
CUST0240,Arjun Reddy,West,Nagpur,2022-01-05,60+,Female
CUST0241,Kiran Bose,South,Kochi,2023-11-26,18-25,Female
CUST0242,Pallavi Shah,North,Delhi,2023-09-27,26-35,Male
CUST0243,Sunita Mishra,North,Delhi,2022-10-05,36-45,Male
CUST0244,Rekha Srivastava,West,Surat,2022-07-11,60+,Male
CUST0245,Kavita Joshi,Central,Bhopal,2022-10-05,26-35,Male
CUST0246,Asha Pandey,North,Lucknow,2023-08-23,18-25,Female
CUST0247,Lakshmi Rao,South,Chennai,2022-04-24,18-25,Female
CUST0248,Divya Iyer,West,Surat,2023-05-19,26-35,Male
CUST0249,Sneha Gupta,East,Bhubaneswar,2023-06-07,46-60,Female
CUST0250,Nikhil Dubey,North,Chandigarh,2023-06-13,36-45,Male
CUST0251,Sneha Gupta,North,Amritsar,2022-12-29,60+,Male
CUST0252,Anita Verma,South,Hyderabad,2023-08-23,26-35,Female
CUST0253,Geeta Bhatt,East,Patna,2022-01-29,46-60,Female
CUST0254,Swati Kapoor,North,Lucknow,2023-08-11,26-35,Male
CUST0255,Priya Patel,South,Mysore,2023-05-18,46-60,Female
CUST0256,Kiran Bose,Central,Bhopal,2023-07-19,26-35,Male
CUST0257,Geeta Bhatt,East,Patna,2023-08-26,18-25,Female
CUST0258,Anita Verma,South,Bangalore,2022-04-28,46-60,Male
CUST0259,Divya Iyer,East,Guwahati,2022-03-04,36-45,Male
CUST0260,Anita Verma,Central,Bhopal,2023-06-24,18-25,Female
CUST0261,Geeta Bhatt,North,Jaipur,2023-06-10,18-25,Female
CUST0262,Rohan Mehta,North,Lucknow,2022-08-18,60+,Female
CUST0263,Swati Kapoor,West,Pune,2022-06-03,36-45,Male
CUST0264,Rajesh Malhotra,North,Lucknow,2023-04-21,18-25,Male
CUST0265,Divya Iyer,West,Nagpur,2023-01-19,60+,Male
CUST0266,Lakshmi Rao,East,Kolkata,2023-05-20,26-35,Female
CUST0267,Anita Verma,Central,Gwalior,2022-01-02,36-45,Female
CUST0268,Pallavi Shah,Central,Gwalior,2023-07-05,18-25,Male
CUST0269,Vijay Singh,West,Mumbai,2023-10-28,26-35,Female
CUST0270,Anita Verma,North,Jaipur,2022-03-15,46-60,Female
CUST0271,Kiran Bose,North,Jaipur,2022-07-05,46-60,Male
CUST0272,Vijay Singh,South,Hyderabad,2022-03-23,18-25,Male
CUST0273,Anita Verma,West,Mumbai,2022-01-17,60+,Male
CUST0274,Asha Pandey,North,Chandigarh,2022-07-11,18-25,Male
CUST0275,Nikhil Dubey,East,Bhubaneswar,2023-10-15,18-25,Male
CUST0276,Geeta Bhatt,Central,Raipur,2022-03-10,36-45,Male
CUST0277,Rekha Srivastava,North,Delhi,2023-06-13,60+,Male
CUST0278,Priya Patel,South,Kochi,2022-08-25,18-25,Male
CUST0279,Suresh Pillai,Central,Indore,2023-08-05,60+,Female
CUST0280,Deepak Tiwari,South,Kochi,2023-04-18,18-25,Male
CUST0281,Pooja Nair,North,Chandigarh,2022-08-26,60+,Female
CUST0282,Deepak Tiwari,West,Mumbai,2023-08-25,18-25,Male
CUST0283,Mohit Saxena,West,Surat,2023-09-24,46-60,Female
CUST0284,Nikhil Dubey,South,Kochi,2023-04-13,18-25,Female
CUST0285,Geeta Bhatt,Central,Raipur,2022-06-02,36-45,Male
CUST0286,Sunita Mishra,Central,Bhopal,2022-07-12,60+,Female
CUST0287,Amit Kumar,East,Bhubaneswar,2022-05-06,46-60,Female
CUST0288,Asha Pandey,East,Patna,2022-05-05,60+,Female
CUST0289,Sanjay Yadav,East,Bhubaneswar,2023-11-19,26-35,Male
CUST0290,Sanjay Yadav,East,Kolkata,2022-06-29,36-45,Female
CUST0291,Nisha Trivedi,East,Kolkata,2022-01-10,60+,Male
CUST0292,Suresh Pillai,North,Delhi,2022-01-02,60+,Female
CUST0293,Asha Pandey,East,Patna,2022-09-07,18-25,Female
CUST0294,Mohit Saxena,Central,Gwalior,2023-03-20,36-45,Female
CUST0295,Asha Pandey,North,Jaipur,2023-11-28,26-35,Female
CUST0296,Lakshmi Rao,East,Guwahati,2023-05-26,36-45,Male
CUST0297,Arun Patil,Central,Gwalior,2022-05-02,46-60,Female
CUST0298,Kavita Joshi,Central,Raipur,2022-07-14,26-35,Female
CUST0299,Deepak Tiwari,West,Mumbai,2022-04-25,18-25,Male
CUST0300,Vijay Singh,West,Mumbai,2023-09-15,60+,Female
CUST0301,Arun Patil,East,Patna,2023-03-08,60+,Male
CUST0302,Meera Das,North,Amritsar,2022-04-01,36-45,Male
CUST0303,Pooja Nair,West,Nagpur,2022-04-28,60+,Male
CUST0304,Priya Patel,West,Ahmedabad,2022-10-12,36-45,Male
CUST0305,Nikhil Dubey,Central,Varanasi,2022-10-23,60+,Male
CUST0306,Pallavi Shah,South,Bangalore,2023-01-25,46-60,Male
CUST0307,Rahul Sharma,Central,Bhopal,2023-05-06,36-45,Female
CUST0308,Arjun Reddy,South,Chennai,2022-10-03,46-60,Female
CUST0309,Sunita Mishra,North,Chandigarh,2022-03-05,46-60,Female
CUST0310,Nisha Trivedi,West,Pune,2023-08-17,18-25,Female
CUST0311,Rohan Mehta,East,Patna,2023-07-01,60+,Male
CUST0312,Pallavi Shah,South,Hyderabad,2022-08-02,36-45,Female
CUST0313,Kavita Joshi,North,Chandigarh,2022-08-20,18-25,Female
CUST0314,Divya Iyer,Central,Raipur,2022-07-21,26-35,Male
CUST0315,Sanjay Yadav,South,Kochi,2023-08-04,26-35,Female
CUST0316,Sneha Gupta,East,Guwahati,2023-09-24,46-60,Male
CUST0317,Geeta Bhatt,West,Surat,2023-05-09,26-35,Male
CUST0318,Kavita Joshi,East,Ranchi,2023-05-25,18-25,Female
CUST0319,Suresh Pillai,South,Bangalore,2023-01-20,60+,Female
CUST0320,Meera Das,East,Patna,2022-12-30,36-45,Male
CUST0321,Swati Kapoor,Central,Indore,2023-06-18,36-45,Male
CUST0322,Sanjay Yadav,South,Kochi,2023-03-19,60+,Female
CUST0323,Pallavi Shah,East,Patna,2022-09-30,36-45,Male
CUST0324,Kiran Bose,West,Nagpur,2023-09-01,60+,Female
CUST0325,Arjun Reddy,South,Chennai,2022-06-15,60+,Male
CUST0326,Ravi Chandra,West,Pune,2022-01-06,60+,Male
CUST0327,Sneha Gupta,North,Amritsar,2023-05-17,26-35,Male
CUST0328,Ravi Chandra,South,Mysore,2022-07-13,18-25,Male
CUST0329,Nikhil Dubey,North,Delhi,2022-12-29,46-60,Female
CUST0330,Rajesh Malhotra,West,Pune,2023-11-13,26-35,Female
CUST0331,Meera Das,North,Delhi,2022-03-20,60+,Female
CUST0332,Ravi Chandra,North,Delhi,2022-09-07,46-60,Female
CUST0333,Nikhil Dubey,North,Jaipur,2023-08-30,36-45,Male
CUST0334,Pallavi Shah,East,Kolkata,2023-06-09,36-45,Male
CUST0335,Harish Agarwal,East,Guwahati,2023-05-15,26-35,Female
CUST0336,Kavita Joshi,North,Delhi,2023-06-09,60+,Female
CUST0337,Suresh Pillai,Central,Raipur,2022-03-07,46-60,Male
CUST0338,Anita Verma,South,Mysore,2022-11-17,36-45,Female
CUST0339,Mohit Saxena,South,Chennai,2023-03-09,46-60,Male
CUST0340,Kavita Joshi,South,Hyderabad,2022-05-31,18-25,Female
CUST0341,Rekha Srivastava,Central,Indore,2022-04-19,18-25,Male
CUST0342,Ravi Chandra,Central,Bhopal,2022-09-11,18-25,Female
CUST0343,Rahul Sharma,North,Chandigarh,2023-04-10,18-25,Male
CUST0344,Rajesh Malhotra,East,Ranchi,2022-03-31,36-45,Female
CUST0345,Meera Das,Central,Bhopal,2022-12-07,46-60,Male
CUST0346,Rajesh Malhotra,South,Chennai,2022-02-06,60+,Female
CUST0347,Ravi Chandra,West,Surat,2023-02-18,60+,Female
CUST0348,Rohan Mehta,East,Patna,2023-10-21,46-60,Female
CUST0349,Deepak Tiwari,East,Bhubaneswar,2023-09-18,36-45,Female
CUST0350,Mohit Saxena,West,Pune,2023-05-04,26-35,Male
CUST0351,Nisha Trivedi,South,Bangalore,2022-02-12,26-35,Male
CUST0352,Suresh Pillai,East,Kolkata,2023-01-26,46-60,Male
CUST0353,Pooja Nair,South,Chennai,2023-01-10,26-35,Male
CUST0354,Nisha Trivedi,North,Chandigarh,2023-10-11,60+,Male
CUST0355,Pooja Nair,Central,Bhopal,2022-01-04,18-25,Male
CUST0356,Ravi Chandra,South,Hyderabad,2022-05-18,18-25,Female
CUST0357,Sneha Gupta,Central,Gwalior,2023-05-22,36-45,Male
CUST0358,Kiran Bose,East,Patna,2023-03-03,46-60,Male
CUST0359,Priya Patel,West,Surat,2022-02-08,36-45,Male
CUST0360,Rohan Mehta,West,Surat,2023-01-12,18-25,Female
CUST0361,Divya Iyer,South,Chennai,2022-11-25,36-45,Female
CUST0362,Pallavi Shah,West,Pune,2022-05-10,26-35,Female
CUST0363,Arun Patil,West,Surat,2023-02-01,18-25,Male
CUST0364,Lakshmi Rao,Central,Raipur,2023-08-15,18-25,Male
CUST0365,Kiran Bose,South,Bangalore,2023-09-14,26-35,Female
CUST0366,Sneha Gupta,Central,Raipur,2022-04-14,36-45,Male
CUST0367,Geeta Bhatt,Central,Raipur,2023-09-30,36-45,Male
CUST0368,Pooja Nair,North,Amritsar,2023-09-12,46-60,Female
CUST0369,Rahul Sharma,West,Nagpur,2022-09-14,46-60,Female
CUST0370,Rekha Srivastava,East,Patna,2023-09-04,36-45,Female
CUST0371,Mohit Saxena,Central,Varanasi,2023-04-19,36-45,Female
CUST0372,Nisha Trivedi,West,Mumbai,2022-06-14,26-35,Female
CUST0373,Priya Patel,North,Delhi,2022-12-02,26-35,Male
CUST0374,Rahul Sharma,Central,Raipur,2022-01-26,18-25,Female
CUST0375,Lakshmi Rao,North,Jaipur,2022-06-18,60+,Female
CUST0376,Rahul Sharma,South,Bangalore,2022-06-01,18-25,Female
CUST0377,Arun Patil,South,Chennai,2022-02-13,60+,Female
CUST0378,Sanjay Yadav,South,Chennai,2022-07-11,18-25,Male
CUST0379,Swati Kapoor,East,Kolkata,2023-11-21,60+,Female
CUST0380,Suresh Pillai,West,Nagpur,2023-05-02,26-35,Female
CUST0381,Rekha Srivastava,North,Chandigarh,2023-04-02,26-35,Male
CUST0382,Nikhil Dubey,North,Jaipur,2022-08-20,36-45,Female
